Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Metabolic rate (W),Body mass (g),Temperature (K)
Mammalia,Rodentia,Heteromyidae,Perognathus,longimembris,Little pocket mouse,151.0,,22.0,28.0,5.0,1.25,,0.9,4.0,8.0,0.0766,8.3,captivity,0.061,8.5,307.85
Mammalia,Rodentia,Heteromyidae,Perognathus,merriami,Merriam's pocket mouse,,,,23.0,4.5,2.0,,,,8.0,,,unknown,,,
Mammalia,Rodentia,Heteromyidae,Perognathus,parvus,Great Basin pocket mouse,100.0,,24.0,23.0,4.8,1.6,,1.5,,20.1,,5.8,captivity,0.16,19.2,
Mammalia,Rodentia,Hystricidae,Atherurus,africanus,African brush-tailed porcupine,,,106.0,,1.5,2.5,,150.0,,2750.0,,22.9,captivity,,,
Mammalia,Rodentia,Hystricidae,Atherurus,macrourus,Asiatic brush-tailed porcupine,,,,,1.25,,,,,2000.0,,,unknown,,,
Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Cape porcupine,375.0,390.0,94.0,77.0,2.1,1.7,379.0,351.0,,24000.0,,23.1,captivity,13.175,11300.0,310.65
Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Malayan porcupine,,,112.0,,1.5,,,445.0,,8000.0,,27.3,captivity,,,
Mammalia,Rodentia,Hystricidae,Hystrix,cristata,African porcupine,,,66.0,,2.3,2.0,,1000.0,,20000.0,,28.0,captivity,,,
Mammalia,Rodentia,Hystricidae,Hystrix,indica,Indian crested porcupine,,,113.0,,2.0,,109.0,,,20000.0,,27.1,captivity,,,
Mammalia,Rodentia,Hystricidae,Hystrix,pumila,Indonesian porcupine,,,112.0,,,,,,,2740.0,,,unknown,,,
Mammalia,Rodentia,Hystricidae,Hystrix,sumatrae,Sumatran porcupine,,,112.0,,,,,,,4200.0,,,unknown,,,
Mammalia,Rodentia,Hystricidae,Trichys,fasciculata,Long-tailed porcupine,,,,,,,,,,2000.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Acomys,cahirinus,Spiny mouse,58.0,59.0,38.0,14.0,3.0,3.5,34.0,5.27,15.16,45.2,0.0147,5.9,captivity,0.258,42.0,310.65
Mammalia,Rodentia,Muridae,Acomys,cilicicus,Turkish spiny mouse,,,,,,,,,,,,4.0,captivity,,,
Mammalia,Rodentia,Muridae,Acomys,minous,Crete spiny mouse,58.0,59.0,38.0,,,,,,,62.5,,,unknown,,,
Mammalia,Rodentia,Muridae,Acomys,russatus,Golden spiny mouse,91.0,,34.0,,2.5,,,7.0,,54.4,,,unknown,0.24,55.4,310.45
Mammalia,Rodentia,Muridae,Acomys,wilsoni,Wilson's spiny mouse,,,39.0,,2.3,3.5,,3.49,10.0,20.0,,5.6,captivity,,,
Mammalia,Rodentia,Muridae,Apodemus,agrarius,Striped field mouse,76.0,76.0,22.0,27.0,5.7,3.2,20.0,1.9,,21.5,,,unknown,0.373,21.2,
Mammalia,Rodentia,Muridae,Apodemus,argenteus,Small Japanese field mouse,61.0,61.0,23.0,,4.1,,,,,23.4,,5.0,captivity,,,
Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked mouse,52.0,52.0,26.0,22.0,5.5,2.8,39.0,2.4,8.7,29.4,,4.5,captivity,0.365,28.3,309.85
Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Korean field mouse,51.0,52.0,26.0,,4.7,,,2.0,,32.9,,4.4,captivity,,,
Mammalia,Rodentia,Muridae,Apodemus,speciosus,Large Japanese field mouse,,,,,4.5,,,,,44.0,,5.3,captivity,,,
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed field mouse,71.0,65.0,23.0,21.0,5.2,3.8,41.0,1.5,,23.4,,6.3,captivity,0.264,23.8,309.85
Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,Nile kusu,45.0,45.0,22.0,23.0,5.0,3.5,38.0,4.15,21.7,110.0,,6.7,captivity,,,
Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Pencil-tailed tree mouse,101.0,,20.0,24.0,2.2,,,2.8,10.0,29.0,0.0388,3.6,captivity,,,
Mammalia,Rodentia,Muridae,Colomys,goslingi,African water rat,,,,,2.0,,,,,58.5,,,unknown,,,
Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Brush-tailed rabbit rat,,,35.0,31.0,2.0,,,,,144.0,,4.5,captivity,0.908,213.2,309.05
Mammalia,Rodentia,Muridae,Crateromys,heaneyi,Panay crateromys,,,,,,,,,,,,8.8,captivity,,,
Mammalia,Rodentia,Muridae,Crateromys,schadenbergi,Luzon bushy-tailed cloud rat,,,,,,,,,,1363.72,,,unknown,,,
Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Cape short-eared gerbil,,,29.0,33.0,3.3,,,3.12,,54.5,,6.1,captivity,0.49,71.9,309.05
Mammalia,Rodentia,Muridae,Dipodillus,campestris,North African gerbil,,,,,4.3,,,,,28.4,,7.3,captivity,,,
Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Cape gerbil,152.0,115.0,23.0,,3.9,6.5,,4.5,,74.8,,5.7,captivity,1.016,106.5,307.15
Mammalia,Rodentia,Muridae,Gerbilliscus,validus,Southern savanna gerbil,99.0,99.0,25.0,,4.3,2.0,109.0,,30.0,113.0,,5.0,captivity,,,
Mammalia,Rodentia,Muridae,Gerbillus,gerbillus,Lesser Egyptian gerbil,,,,,4.1,,,,,30.0,,5.9,captivity,0.237,29.7,310.35
Mammalia,Rodentia,Muridae,Gerbillus,nanus,Baluchistan gerbil,,,22.0,,5.0,3.0,,,,18.5,,4.5,captivity,0.129,29.7,311.95
Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale gerbil,93.0,,20.0,,4.5,,,2.24,17.2,50.0,,5.5,captivity,0.261,56.3,
Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian gerbil,74.0,73.0,21.0,21.0,3.3,5.0,,2.5,11.0,37.0,0.0329,8.2,captivity,0.454,108.5,309.25
Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Woodland mouse,73.0,,24.0,25.0,3.0,,38.0,4.2,,60.0,0.0245,4.4,captivity,,,
Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Golden-bellied water rat,163.0,135.0,36.0,30.0,3.8,2.1,60.0,24.39,150.0,850.0,0.0167,7.3,captivity,2.97,900.0,309.75
Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Barbary striped grass mouse,,,,,4.6,,,,,26.2,,4.4,captivity,,,
Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical striped grass mouse,168.0,,25.0,30.0,4.54,2.0,22.0,1.7,15.0,42.3,,4.8,captivity,,,
Mammalia,Rodentia,Muridae,Lenothrix,canus,Gray tree rat,,,,,3.0,,,,,177.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater stick-nest rat,227.0,240.0,38.0,36.0,2.2,,,,,332.5,,5.3,captivity,,,
Mammalia,Rodentia,Muridae,Mastomys,erythroleucus,Guinea multimammate mouse,137.0,,21.0,,6.5,,,,22.5,37.8,,,unknown,,,
Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's jird,61.0,82.0,22.0,20.0,4.0,2.0,67.0,3.35,,35.0,0.0366,5.6,captivity,,,
Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan jird,91.0,,26.0,30.0,5.0,,,5.33,45.0,100.0,,5.2,captivity,,,
Mammalia,Rodentia,Muridae,Meriones,meridianus,Mid-day jird,,,23.0,21.0,5.6,3.0,,,,53.0,,6.8,captivity,,,
Mammalia,Rodentia,Muridae,Meriones,persicus,Persian jird,,,26.0,19.0,4.3,,,5.0,,100.0,,6.0,captivity,,,
Mammalia,Rodentia,Muridae,Meriones,shawi,Shaw's jird,102.0,120.0,26.0,23.0,5.4,,31.0,4.46,25.0,185.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Meriones,tamariscinus,Tamarisk jird,,,,17.0,4.2,2.0,27.0,3.03,15.8,,,,unknown,,,
Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian jird,43.0,36.0,25.0,24.0,5.0,4.0,46.0,3.0,14.3,53.2,0.0324,6.3,captivity,0.546,64.8,311.35
Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Vinogradov's jird,,,22.0,,7.0,,,3.0,,150.0,,6.7,captivity,,,
Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed tree rat,71.0,,44.0,47.0,2.0,4.0,,34.9,440.5,900.0,0.0327,7.8,captivity,,,
Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Golden-backed tree rat,,,48.0,50.0,2.0,,,,,268.5,,7.1,captivity,,,
Mammalia,Rodentia,Muridae,Micaelamys,namaquensis,"Namaqua rock rat, or Rock mouse",,,22.0,24.0,3.8,2.0,,2.5,12.5,47.6,,4.7,captivity,0.292,62.6,309.95
Mammalia,Rodentia,Muridae,Micromys,minutus,Old World harvest mouse,40.0,37.0,20.0,18.0,5.2,2.6,21.0,0.9,,6.0,,3.8,captivity,0.201,7.6,311.15
Mammalia,Rodentia,Muridae,Millardia,gleadowi,Sand-colored rat,,,,,2.3,,,,,70.0,,4.0,captivity,,,
Mammalia,Rodentia,Muridae,Mus,caroli,Ryukyu mouse,53.0,42.0,21.0,,,,,1.2,,11.2,,,unknown,,,
Mammalia,Rodentia,Muridae,Mus,cervicolor,Fawn-colored mouse,,,20.0,,4.1,,,1.5,,17.7,,,unknown,,,
Mammalia,Rodentia,Muridae,Mus,minutoides,"Southern African pygmy mouse, or Pygmy mouse",60.0,77.0,20.0,21.0,4.3,4.0,31.0,0.97,3.3,7.2,0.0832,4.3,captivity,0.129,8.0,309.45
Mammalia,Rodentia,Muridae,Mus,musculoides,Temminck's mouse,60.0,77.0,24.0,,4.5,,,0.8,,6.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Mus,musculus,House mouse,42.0,42.0,19.0,,7.0,5.4,30.0,1.25,,20.5,0.0298,4.0,captivity,0.271,18.0,310.05
Mammalia,Rodentia,Muridae,Mus,spicilegus,Mound-building mouse,65.0,42.0,20.0,,6.7,4.5,,,,19.9,,3.5,captivity,,,
Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex hopping mouse,75.0,75.0,35.0,30.0,3.9,,33.0,2.83,12.5,35.0,0.0326,6.4,captivity,0.252,32.3,311.15
Mammalia,Rodentia,Muridae,Notomys,aquilo,Northern hopping mouse,,,53.0,,3.0,,,,,39.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Notomys,mitchellii,Mitchell's hopping mouse,73.0,90.0,37.0,30.0,3.3,,37.0,,,52.0,,5.3,captivity,,,
Mammalia,Rodentia,Muridae,Otomys,irroratus,Vlei rat,82.0,91.0,40.0,13.0,1.78,4.25,,14.5,30.0,146.8,0.0371,,unknown,0.474,102.0,310.75
Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed gerbil,55.0,61.0,20.0,29.0,4.5,,,,,40.0,,8.3,captivity,,,
Mammalia,Rodentia,Muridae,Phloeomys,cumingi,Slender-tailed cloud rat,,,,,1.0,,,,,1750.0,,13.6,captivity,,,
Mammalia,Rodentia,Muridae,Phloeomys,pallidus,Northern Luzon slender-tailed cloud rat,,,,,,,,,,1744.0,,10.7,captivity,,,
Mammalia,Rodentia,Muridae,Pogonomys,macrourus,"Chestnut pogonomys, or Long-tailed tree mouse",,,,,2.4,,,,,57.0,,3.1,captivity,,,
Mammalia,Rodentia,Muridae,Praomys,tullbergi,"Tullberg's praomys, or Tullberg's rock rat",82.0,75.0,24.0,25.0,3.5,4.0,24.0,2.7,10.5,30.0,,5.2,captivity,,,
Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat sand rat,100.0,,24.0,28.0,3.5,,38.0,6.25,40.0,212.0,0.0304,3.2,captivity,,,
Mammalia,Rodentia,Muridae,Pseudomys,australis,"Plains mouse, or Australian native mouse",145.0,180.0,31.0,26.0,3.1,,,4.0,12.5,65.0,0.0278,7.9,captivity,,,
Mammalia,Rodentia,Muridae,Pseudomys,chapmani,Western pebble-mound mouse,,,,,,,,,,12.0,,6.8,captivity,,,
Mammalia,Rodentia,Muridae,Pseudomys,fumeus,Smoky mouse,,,,,3.5,1.5,,,,70.0,,6.5,captivity,,,
Mammalia,Rodentia,Muridae,Pseudomys,higginsi,Long-tailed mouse,272.0,270.0,32.0,30.0,2.3,1.5,,5.0,,60.1,0.0331,,unknown,,,
Mammalia,Rodentia,Muridae,Pseudomys,laborifex,Kimberly mouse,,,,,,,,,,12.0,,6.9,captivity,,,
Mammalia,Rodentia,Muridae,Pseudomys,shortridgei,Heath mouse,335.0,335.0,,,3.0,1.0,,,,64.0,,6.0,captivity,,,
Mammalia,Rodentia,Muridae,Rattus,fuscipes,Bush rat,107.0,90.0,26.0,30.0,5.0,3.3,,4.5,21.3,130.0,,5.3,captivity,0.471,76.0,310.65
Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian swamp rat,79.0,,27.0,25.0,5.0,2.53,,4.87,25.0,115.0,0.0277,4.4,captivity,0.353,109.0,309.85
Mammalia,Rodentia,Muridae,Rattus,norvegicus,Norway rat,90.0,70.0,21.0,,9.9,3.7,,5.81,,300.0,,3.8,captivity,1.404,206.9,310.25
Mammalia,Rodentia,Muridae,Rattus,rattus,Rat,90.0,112.0,22.0,26.0,7.3,4.3,36.0,4.55,39.7,200.0,0.0207,4.2,captivity,0.77,117.0,311.15
Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Four-striped grass mouse,42.0,64.0,25.0,14.0,6.0,4.0,29.0,2.67,8.4,51.0,0.0361,4.5,captivity,0.179,39.6,310.15
Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great gerbil,105.0,105.0,28.0,22.0,5.0,2.5,,4.75,,285.0,,4.5,captivity,,,
Mammalia,Rodentia,Muridae,Sekeetamys,calurus,Bushy-tailed jird,,,,,2.9,,,,,65.0,,7.3,captivity,0.274,63.6,310.65
Mammalia,Rodentia,Muridae,Sundamys,muelleri,Mueller's giant Sunda rat,,,,,3.8,,,,,334.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Tatera,indica,Indian gerbil,77.0,91.0,26.0,24.0,5.4,4.2,48.0,3.0,,146.7,0.024,7.0,captivity,0.422,86.9,309.15
Mammalia,Rodentia,Muridae,Taterillus,gracilis,Slender gerbil,91.0,91.0,26.0,,4.5,,,,,51.9,,,unknown,,,
Mammalia,Rodentia,Muridae,Thallomys,paedulcus,Acacia rat,109.0,,26.0,30.0,3.5,,26.0,2.65,,80.0,,,unknown,0.487,132.4,309.85
Mammalia,Rodentia,Muridae,Thamnomys,venustus,Thicket rat,83.0,,24.0,24.0,1.3,,,,,65.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Zelotomys,woosnami,"Woosnam's broad-headed mouse, or South African broad-headed mouse",,,31.0,,4.7,,31.0,,,54.5,,,unknown,,,
Mammalia,Rodentia,Muridae,Zyzomys,argurus,Common rock rat,155.0,,30.0,36.0,2.5,,219.0,,14.0,50.0,,,unknown,,,
Mammalia,Rodentia,Muridae,Zyzomys,palatilis,Carpentarian rock rat,,,,,,,,,,123.0,,6.2,captivity,,,
Mammalia,Rodentia,Muridae,Zyzomys,pedunculatus,Central rock rat,,,,,,,,,,100.0,,7.5,captivity,,,
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Nutria,152.0,152.0,131.0,91.0,6.0,2.3,130.0,225.0,1750.0,7850.0,,19.0,captivity,,,307.75
Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Giant rat,162.0,,34.0,,1.0,,,,,1300.0,,7.4,captivity,,,
Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Gambian rat,158.0,,34.0,31.0,3.5,3.75,,25.7,,1500.0,0.042,8.4,captivity,6.024,1686.7,308.75
Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Gray climbing mouse,,,25.0,,4.6,,,,,7.4,,4.2,captivity,,,
Mammalia,Rodentia,Nesomyidae,Dendromus,mesomelas,Brant's climbing mouse,,,,,4.4,,,,,13.0,,3.3,captivity,,,
Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Malagasy giant rat,730.0,365.0,120.0,35.0,1.0,,,,,1250.0,,12.6,captivity,,,
Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,White-tailed mouse,109.0,,38.0,32.0,3.0,,36.0,6.5,40.0,106.0,,6.3,captivity,0.707,93.8,306.15
Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Pouched mouse,45.0,,21.0,25.0,6.8,,51.0,2.6,,47.4,,4.5,captivity,0.274,68.1,308.45
Mammalia,Rodentia,Nesomyidae,Steatomys,pratensis,Fat mouse,,,,,4.7,,,1.55,,25.5,,,unknown,0.105,37.5,307.25
Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,182.0,182.0,90.0,36.0,6.0,1.8,,14.0,71.2,235.0,0.0323,14.0,captivity,0.958,199.6,310.75
Mammalia,Rodentia,Octodontidae,Octodontomys,gliroides,Mountain degu,,,104.0,42.0,2.0,,,17.5,,158.0,,,unknown,0.715,154.1,310.35
Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,,,80.0,,2.4,1.8,,8.9,,98.0,,10.8,captivity,0.561,126.2,309.65
Mammalia,Rodentia,Pedetidae,Pedetes,capensis,"South African springhare, or Springhare",1034.0,,80.0,46.0,1.0,3.6,101.0,275.0,1300.0,3500.0,,20.0,captivity,4.427,2300.0,309.05
Mammalia,Rodentia,Petromuridae,Petromus,typicus,Dassie rat,,,,,1.9,1.0,,,,200.0,,,unknown,,,
Mammalia,Rodentia,Platacanthomyidae,Platacanthomys,lasiurus,Malabar spiny dormouse,,,,,,,,,,75.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's antelope squirrel,319.0,,30.0,51.0,6.8,1.0,,3.8,45.0,126.0,,10.6,captivity,,,
Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed antelope squirrel,365.0,365.0,29.0,66.0,8.0,1.3,,3.21,35.0,105.0,0.0284,11.2,captivity,0.511,94.1,310.65
Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's antelope squirrel,378.0,,26.0,,8.0,1.0,,4.88,41.0,154.5,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Atlantoxerus,getulus,Barbary ground squirrel,,,,,,,,,,400.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,adamsi,Ear-spot squirrel,414.0,,48.0,,1.9,,,,,134.5,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,caniceps,Gray-bellied squirrel,,,,,2.2,,,,,257.0,,13.7,captivity,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's squirrel,,,48.0,,1.9,2.0,,,,272.0,,17.0,captivity,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,Finlayson's squirrel,,,,,,,,,,,,12.8,captivity,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain squirrel,414.0,,48.0,,3.07,,,,,190.0,,14.8,captivity,,,
Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's squirrel,,,48.0,,1.8,,,16.35,,400.0,,21.1,captivity,,,
Mammalia,Rodentia,Sciuridae,Callospermophilus,lateralis,Golden-mantled ground squirrel,637.0,,30.0,37.0,5.12,0.94,,6.26,74.2,157.6,0.0411,10.4,captivity,0.967,249.6,309.45
Mammalia,Rodentia,Sciuridae,Callospermophilus,saturatus,Cascade golden-mantled ground squirrel,335.0,335.0,28.0,43.0,4.16,1.0,,5.97,113.5,275.0,,,unknown,0.849,256.6,
Mammalia,Rodentia,Sciuridae,Cynomys,gunnisoni,Gunnison's prairie dog,365.0,,30.0,46.0,4.4,1.0,365.0,,,900.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed prairie dog,730.0,730.0,30.0,63.0,4.0,1.0,365.0,15.75,148.35,1125.0,0.0111,15.0,captivity,2.358,1112.3,
Mammalia,Rodentia,Sciuridae,Dremomys,lokriah,Orange-bellied Himalayan squirrel,,,,,3.5,,,,,172.5,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Funambulus,palmarum,Indian palm squirrel,,,34.0,,2.75,,,,,100.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Funambulus,pennantii,Northern palm squirrel,234.0,310.0,40.0,61.0,3.5,2.5,150.0,6.5,,147.7,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Thomas's rope squirrel,,,,,1.5,,,,,218.0,,10.0,captivity,0.58,63.0,
Mammalia,Rodentia,Sciuridae,Funisciurus,congicus,Congo rope squirrel,,,52.0,50.0,2.0,2.0,60.0,9.91,,106.0,,,unknown,0.533,112.3,312.45
Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Fire-footed rope squirrel,,,,,1.8,,,,,271.7,,9.5,captivity,,,
Mammalia,Rodentia,Sciuridae,Funisciurus,substriatus,Kintampo rope squirrel,,,,,,,,,,186.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern flying squirrel,210.0,,40.0,68.0,3.0,1.0,,5.5,39.74,149.0,0.0088,14.2,captivity,,,
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern flying squirrel,210.0,,40.0,58.0,4.0,1.3,134.0,3.35,46.2,65.4,,19.0,captivity,0.414,67.4,312.15
Mammalia,Rodentia,Sciuridae,Heliosciurus,rufobrachium,Red-legged sun squirrel,,,,,2.7,,,,,326.5,,8.7,captivity,0.744,230.0,309.15
Mammalia,Rodentia,Sciuridae,Ictidomys,tridecemlineatus,Thirteen-lined ground squirrel,354.0,225.0,28.0,33.0,7.0,1.2,,3.24,16.0,172.7,,7.9,captivity,0.983,198.4,308.85
Mammalia,Rodentia,Sciuridae,Lariscus,insignis,Three-striped ground squirrel,,,,,,,,,,175.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Marmota,bobak,Bobak marmot,1095.0,,40.0,37.0,4.5,0.5,730.0,35.5,,7300.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Marmota,caligata,Hoary marmot,908.0,,29.0,28.0,4.2,0.5,,,,4300.0,,12.1,captivity,,,
Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied marmot,730.0,730.0,30.0,33.0,4.0,0.9,458.0,33.8,479.0,3500.0,,21.2,captivity,8.626,4295.0,309.65
Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine marmot,730.0,730.0,35.0,47.0,4.0,1.0,914.0,30.0,,3500.0,,17.4,captivity,,,
Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,548.0,548.0,32.0,46.0,4.5,1.0,,27.0,248.0,4000.0,,14.0,captivity,3.696,2650.0,310.15
Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver marmot,1186.0,,30.0,,3.3,0.5,,,,4750.0,,12.1,captivity,,,
Mammalia,Rodentia,Sciuridae,Otospermophilus,variegatus,Rock squirrel,421.0,,30.0,53.0,4.3,1.5,,7.8,100.0,663.0,,9.8,captivity,,,
Mammalia,Rodentia,Sciuridae,Paraxerus,cepapi,Smith's bush squirrel,185.0,,57.0,40.0,2.0,2.0,60.0,12.88,,216.0,,,unknown,0.811,223.6,312.25
Mammalia,Rodentia,Sciuridae,Paraxerus,poensis,Green bush squirrel,128.0,,55.0,,1.4,,60.0,9.91,,134.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Petaurista,alborufus,Red and white giant flying squirrel,,,,,,,,,,1700.0,,21.4,captivity,,,
Mammalia,Rodentia,Sciuridae,Petaurista,leucogenys,Japanese giant flying squirrel,,,74.0,,,,,5.0,,1650.0,,19.2,captivity,,,
Mammalia,Rodentia,Sciuridae,Petaurista,magnificus,Hodgson's giant flying squirrel,,,,,1.0,,,,,1780.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Petaurista,petaurista,Red giant flying squirrel,,,45.0,68.0,1.0,,,56.3,,1750.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Petaurista,philippensis,Indian giant flying squirrel,,,46.0,91.0,1.0,,,56.0,,1652.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Poliocitellus,franklinii,Franklin's ground squirrel,327.0,327.0,28.0,42.0,7.5,1.0,,9.0,,459.0,,7.2,captivity,2.19,607.0,
Mammalia,Rodentia,Sciuridae,Pteromys,momonga,Japanese flying squirrel,,,,,,,,,,,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian flying squirrel,,,30.0,46.0,2.6,1.5,,,,130.0,,11.4,captivity,,,
Mammalia,Rodentia,Sciuridae,Ratufa,affinis,Pale giant squirrel,,,,,,,,,,1187.5,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black giant squirrel,1078.0,,32.0,,1.4,2.0,278.0,77.0,,2000.0,,19.0,captivity,,,
Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian giant squirrel,,,84.0,,1.0,,,,,2000.0,,20.0,captivity,,,
Mammalia,Rodentia,Sciuridae,Sciurotamias,davidianus,Pere David's rock squirrel,,,,,,,,,,,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,aberti,Abert's squirrel,327.0,,43.0,76.0,3.5,1.5,,12.0,355.0,702.5,,,unknown,2.402,624.0,313.85
Mammalia,Rodentia,Sciuridae,Sciurus,aestuans,Guianan squirrel,,,,,,,,,,185.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,aureogaster,Red-bellied squirrel,,,,,2.0,,,,,600.0,,11.5,captivity,,,
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern gray squirrel,343.0,401.0,44.0,66.0,4.0,2.0,,15.0,200.0,533.0,0.0234,23.6,captivity,2.062,440.0,311.85
Mammalia,Rodentia,Sciuridae,Sciurus,deppei,Deppe's squirrel,,,,,2.9,,,,,190.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,granatensis,Red-tailed squirrel,,,,61.0,1.93,1.95,,9.5,,374.0,,11.5,captivity,,,
Mammalia,Rodentia,Sciuridae,Sciurus,griseus,Western gray squirrel,319.0,,44.0,61.0,3.0,1.0,,,,425.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,ignitus,Bolivian squirrel,,,,,,,,,,190.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,lis,Japanese squirrel,300.0,304.0,38.0,,,,,,,264.0,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern fox squirrel,353.0,353.0,44.0,84.0,3.0,1.0,,15.0,,800.0,0.018,16.0,captivity,,,
Mammalia,Rodentia,Sciuridae,Sciurus,stramineus,Guayaquil squirrel,,,,,,,,,,433.3,,,unknown,,,
Mammalia,Rodentia,Sciuridae,Sciurus,variegatoides,Variegated squirrel,,,,,5.0,,,,,485.0,,15.1,captivity,,,
Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian red squirrel,296.0,320.0,38.0,62.0,5.0,2.0,91.0,9.25,,600.0,0.021,14.8,captivity,,,
Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European ground squirrel,314.0,314.0,27.0,34.0,6.0,1.3,,,,217.0,,6.7,captivity,1.272,240.0,310.65
